Dur,Mean,Min,Max,sTos_code,dTos_code,sTtl,dTtl,sHops,dHops,dMeanPktSz,SrcTCPBase,DstTCPBase,AckDat,Label,dTos_was_missing,dTtl_was_missing,dHops_was_missing,DstTCPBase_was_missing,SrcTCPBase_was_missing,SrcLoss_ratio,Load_log,SrcLoad_log,Rate_log,SynAck_log,TcpRtt_log,SrcBytes_log,Loss_log,SrcPkts_log,sMeanPktSz_log,TotBytes_log,pLoss_log,Offset_log,TotPkts_log,SrcWin_log,DstWin_log,Proto_lldp,Proto_sctp,Proto_tcp,Proto_udp,State_CON,State_ECO,State_FIN,State_INT,State_REQ,State_RST,State_URP,Cause_Start,Cause_Status,dDSb_af12,dDSb_cs0,dDSb_ef,dDSb_unknown,sDSb_is_cs0,slice_2:mMTC,slice_3:URLLC
0.713976,0.713976,0.713976,0.713976,0,0,64,63,0,1,0,1761459982,1223058830,0.014693,0,0,0,0,0,0,0.0,11.109602184170848,0.16588008546122116,3.3677145698888897,0,0,7.27655640271871,-19136.343484836478,2.4849066497880004,0.24371092191748317,8.409508608393686,0,0,3.091042453358316,10.950122102111525,11.076604163372343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.233904,0.233904,0.233904,0.233904,0,0,64,116,0,12,0,97975463,2274120541,0.013759,0,0,0,0,0,0,0.0,12.300864864397708,0.16588017477852207,4.239946361420195,0,0,7.16703787691222,-19136.343484836478,2.3978952727983707,0.2437065218420839,8.914088348841334,0,0,2.8903717578961645,10.950122102111525,11.109712818165356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.248047,0.248047,0.248047,0.248047,0,0,64,63,0,1,0,731439299,1545542686,0.015877,0,0,0,0,0,0,0.0,12.038233615241417,0.16588015869739872,4.24183597541277,0,0,6.988413181999592,-19136.343484836478,2.3978952727983707,0.24364555665767984,8.692993531219926,0,0,2.9444389791664403,10.950122102111525,11.076604163372343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.971093,2.971093,2.971093,2.971093,0,0,64,117,0,11,0,718479468,785898462,0.02326,0,0,0,0,0,0,0.0,14.613000910602787,0.1658801830875549,5.5257569725902025,0,0,9.749053499229063,-19136.343484836478,5.0238805208462765,0.24366264302476132,13.405445184671535,0,0,6.554695478046564,10.950122102111525,11.258923141820024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.422108,1.422108,1.422108,1.422108,0,0,64,117,0,11,0,2362066742,2006242913,0.014505,0,0,0,0,0,0,0.0,14.225215415618935,0.1658802245563655,5.53513554845787,0,0,9.989114638503565,-19136.343484836478,5.19295685089021,0.2436866586322232,12.503458731372755,0,0,5.8888779583328805,10.950122102111525,11.258923141820024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.996003,4.996003,4.996003,4.996003,0,0,64,117,0,11,0,3025160249,2052663605,0.015138,0,0,0,0,0,0,0.0,11.894423455236385,0.16588001833895594,3.232152937425653,0,0,8.698347400458186,-19136.343484836478,3.784189633918261,0.2437284267293191,11.44034401938941,0,0,4.663439094112067,10.950122102111525,11.258923141820024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3.634041,3.634041,3.634041,3.634041,0,0,64,117,0,11,0,850767236,546617603,0.014476,0,0,0,0,0,0,0.5,12.615828016617973,0.16588016027652372,3.9547508306987034,0,0,9.599743846536997,-19136.343484836478,4.5217885770490405,0.24376894777303634,11.837260051727819,0,0,5.236441962829949,10.950122102111525,11.258923141820024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.585305,3.585305,3.585305,3.585305,0,0,64,117,0,11,0,550889963,1838161739,0.027962,0,0,0,0,0,0,0.5,12.32983506056978,0.16588014207425456,3.6900858011846265,0,0,9.356430077848078,-19136.343484836478,4.290459441148391,0.2437666786362703,11.541755846638106,0,0,4.955827057601261,10.950122102111525,11.258923141820024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.97393,4.97393,4.97393,4.97393,0,0,64,117,0,11,0,1788554287,2471190691,0.014217,0,0,0,0,0,0,0.5,11.906161413459513,0.16588007127765406,3.23977154079977,0,0,9.029297996680608,-19136.343484836478,4.143134726391533,0.24371819104728526,11.447426482737534,0,0,4.820281565605037,10.950122102111525,11.258923141820024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3.306795,3.306795,3.306795,3.306795,0,0,64,116,0,12,0,1891565722,327841975,0.01379,0,0,0,0,0,0,0.5,13.475624776823581,0.16588023463486878,4.755461783411906,0,0,11.145445798296144,-19136.343484836478,5.0689042022202315,0.24393350141226422,12.59716495808815,0,0,5.948034989180646,10.950122102111525,11.258923141820024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.889252,4.889252,4.889252,4.889252,0,0,64,117,0,11,0,1595369189,804588067,0.018375,0,0,0,0,0,0,0.0,12.567173141800073,0.16587995199808767,3.4295067953284963,0,0,8.302017809751204,-19136.343484836478,3.258096538021482,0.2437674795774063,12.08372985497401,0,0,4.997212273764115,10.950122102111525,11.258923141820024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4.999976,4.999976,4.999976,4.999976,0,0,64,117,0,11,0,2276471274,383129855,0.022196,0,0,0,0,0,0,0.5,13.037324689746649,0.16588002792720802,3.891824971569094,0,0,8.75557997214314,-19136.343484836478,3.7612001156935624,0.24375074853080217,12.57276920490998,0,0,5.488937726156687,10.950122102111525,11.258923141820024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.963793,0.963793,0.963793,0.963793,0,0,64,117,0,11,0,3042380553,93723693,0.014405,0,0,0,0,0,0,0.5,14.613000910602787,0.16588023463486878,5.687495317035138,0,0,10.019535750898795,-19136.343484836478,5.10594547390058,0.24372338749805816,12.841156296874452,0,0,6.040254711277414,10.950122102111525,11.258923141820024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.373653,0.373653,0.373653,0.373653,0,0,64,53,0,11,0,2542815621,3847443821,0.03201,0,0,0,0,0,0,0.0,11.322044694955732,0.16588018485111405,4.092311814255816,0,0,7.774435510302958,-19136.343484836478,2.70805020110221,0.243780097192977,8.409508608393686,0,0,3.1780538303479458,10.950122102111525,11.143613870965876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.977995,4.977995,4.977995,4.977995,0,0,64,117,0,11,0,4272474577,3957578651,0.014196,0,0,0,0,0,0,0.0,12.761000139139938,0.16587995199808767,3.593348304897669,0,0,8.19450550976564,-19136.343484836478,3.332204510175204,0.24371710008056424,12.293781279379733,0,0,5.181783550292085,10.950122102111525,11.258923141820024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4.578863,4.578863,4.578863,4.578863,0,0,64,117,0,11,0,1193253475,2646975090,0.018136,0,0,0,0,0,0,0.0,13.05517053667524,0.1658801531923441,4.346655836079912,0,0,9.730561717382535,0.02611578896664186,5.159055299214529,0.24360283618268608,12.502853200967214,0,0,5.860786223465865,10.950122102111525,11.258923141820024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.414991,1.414991,1.414991,1.414991,0,0,64,52,0,12,0,2972474905,98859650,0.018729,0,0,0,0,0,0,0.0,11.109602184170848,0.1658800901015367,3.232152937425653,0,0,7.971776122880628,-19136.343484836478,2.772588722239781,0.24380861336442697,9.221181395154058,0,0,3.4965075614664802,10.950122102111525,11.161962746590705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.749826,0.749826,0.749826,0.749826,0,0,64,116,0,12,0,3123984513,4001669432,0.013151,0,0,0,0,0,0,0.0,11.879509727336972,0.16588017446234007,3.970519548018789,0,0,8.272570608424903,0.02611578896664186,3.044522437723423,0.24381134969043214,9.563458999712138,0,0,3.713572066704308,10.950122102111525,11.161962746590705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
